timestamp,session_id,activity,left_ear,right_ear,average_ear,eye_diff,ear_change,ear_rolling_mean,ear_rolling_std
37.479,screen_003,screen_study,0.24791,0.32933,0.28862,0.08142000000000002,0.0009200000000000319,0.28735999999999995,0.004048662918615206
37.513,screen_003,screen_study,0.23821,0.31977,0.27899,0.08156,0.009629999999999972,0.28716533333333333,0.004385604481330332
37.547,screen_003,screen_study,0.23817,0.3219,0.28004,0.08373000000000003,0.0010499999999999954,0.28702,0.004592436328199795
37.58,screen_003,screen_study,0.24193,0.31381,0.27787,0.07187999999999997,0.0021700000000000053,0.2867433333333333,0.005020251369156836
37.614,screen_003,screen_study,0.24086,0.31578,0.27832,0.07492000000000001,0.00045000000000000595,0.286448,0.005388734545326645
37.647,screen_003,screen_study,0.24122,0.31839,0.2798,0.07717000000000002,0.0014799999999999813,0.28628333333333333,0.0055605236992139805
37.68,screen_003,screen_study,0.23831,0.3207,0.2795,0.08238999999999999,0.00029999999999996696,0.28582466666666667,0.005829240169385432
37.713,screen_003,screen_study,0.24358,0.32125,0.28241,0.07766999999999999,0.002909999999999968,0.28541,0.005836653884840494
37.746,screen_003,screen_study,0.24287,0.32329,0.28308,0.08042000000000002,0.0006700000000000039,0.28488600000000003,0.005654712067950303
37.78,screen_003,screen_study,0.23855,0.31776,0.27816,0.07920999999999997,0.00491999999999998,0.2839373333333333,0.005497338923341725
37.813,screen_003,screen_study,0.25619,0.30437,0.28028,0.04818,0.0021199999999999553,0.283224,0.005204630904985908
37.847,screen_003,screen_study,0.26262,0.30513,0.28388,0.04250999999999999,0.0036000000000000476,0.28267000000000003,0.004587809935033346
37.88,screen_003,screen_study,0.26067,0.30984,0.28525,0.04916999999999999,0.0013699999999999823,0.2824426666666666,0.004348013448963934
37.913,screen_003,screen_study,0.26406,0.30456,0.28431,0.04049999999999998,0.0009399999999999964,0.28200333333333333,0.0037200070404425265
37.947,screen_003,screen_study,0.26826,0.30573,0.287,0.03747,0.00268999999999997,0.281834,0.0033961486590364334
37.98,screen_003,screen_study,0.26757,0.3046,0.28609,0.03703000000000001,0.0009099999999999664,0.2816653333333334,0.0030834879755282153
38.014,screen_003,screen_study,0.26453,0.29655,0.28054,0.03201999999999999,0.005549999999999999,0.2817686666666666,0.003012585189467459
38.047,screen_003,screen_study,0.26403,0.30074,0.28238,0.03671000000000002,0.0018400000000000083,0.2819246666666667,0.0029770523932860773
38.08,screen_003,screen_study,0.26174,0.30146,0.2816,0.03972000000000003,0.0007800000000000029,0.2821733333333334,0.002762210984664156
38.114,screen_003,screen_study,0.26363,0.30175,0.28269,0.03812000000000004,0.0010899999999999799,0.2824646666666667,0.0025489910235396078
38.148,screen_003,screen_study,0.26248,0.30413,0.28331,0.04165000000000002,0.0006200000000000094,0.28269866666666665,0.002445926253607381
38.18,screen_003,screen_study,0.26395,0.30202,0.28299,0.03806999999999999,0.00031999999999998696,0.2829313333333333,0.0022803065792189083
38.213,screen_003,screen_study,0.26415,0.30189,0.28302,0.037739999999999996,2.999999999997449e-05,0.282972,0.0022757799291023913
38.246,screen_003,screen_study,0.26649,0.29949,0.28299,0.032999999999999974,2.999999999997449e-05,0.282966,0.0022755934861650277
38.282,screen_003,screen_study,0.26385,0.29902,0.28144,0.035170000000000035,0.0015499999999999958,0.2831846666666667,0.001908821127091118
38.314,screen_003,screen_study,0.2619,0.3008,0.28135,0.03889999999999999,9.00000000000345e-05,0.28325599999999995,0.0018099518541323473
38.347,screen_003,screen_study,0.2636,0.30238,0.28299,0.03877999999999998,0.0016400000000000303,0.2831966666666667,0.0018026078991523781
38.381,screen_003,screen_study,0.26315,0.30293,0.28304,0.03977999999999998,4.999999999999449e-05,0.2830493333333333,0.0017107703639256536
38.414,screen_003,screen_study,0.25991,0.30505,0.28248,0.04514000000000001,0.0005600000000000049,0.2829273333333333,0.0016794108944424028
38.448,screen_003,screen_study,0.2607,0.30991,0.2853,0.04921000000000003,0.002819999999999989,0.282814,0.0014226775560759138
38.48,screen_003,screen_study,0.2607,0.31078,0.28574,0.05008000000000001,0.00043999999999999595,0.2827906666666667,0.0013668862773576914
38.514,screen_003,screen_study,0.26917,0.30945,0.28931,0.04027999999999998,0.0035700000000000176,0.28337533333333337,0.0020435608511548205
38.547,screen_003,screen_study,0.27119,0.31495,0.29307,0.04376000000000002,0.0037599999999999856,0.284088,0.0032053909946470386
