timestamp,session_id,activity,left_ear,right_ear,average_ear
45.458,paper_002,paper_study,0.0609,0.14512,0.10301
45.492,paper_002,paper_study,0.05885,0.15114,0.105
45.524,paper_002,paper_study,0.0591,0.14893,0.10402
45.559,paper_002,paper_study,0.05792,0.15802,0.10797
45.591,paper_002,paper_study,0.05617,0.17029,0.11323
45.624,paper_002,paper_study,0.05994,0.1661,0.11302
45.659,paper_002,paper_study,0.05836,0.17335,0.11586
45.692,paper_002,paper_study,0.06008,0.16211,0.11109
45.725,paper_002,paper_study,0.0631,0.16223,0.11267
45.758,paper_002,paper_study,0.05578,0.14723,0.10151
45.792,paper_002,paper_study,0.05717,0.15296,0.10507
45.825,paper_002,paper_study,0.05757,0.15602,0.10679
45.858,paper_002,paper_study,0.05884,0.14857,0.10371
45.893,paper_002,paper_study,0.06032,0.13456,0.09744
45.924,paper_002,paper_study,0.06349,0.13169,0.09759
45.958,paper_002,paper_study,0.05804,0.14825,0.10315
45.992,paper_002,paper_study,0.05873,0.13908,0.0989
46.025,paper_002,paper_study,0.0626,0.15363,0.10812
46.059,paper_002,paper_study,0.06146,0.14986,0.10566
46.092,paper_002,paper_study,0.0672,0.14877,0.10798
46.125,paper_002,paper_study,0.06285,0.15979,0.11132
46.159,paper_002,paper_study,0.07235,0.15567,0.11401
46.192,paper_002,paper_study,0.06111,0.13212,0.09662
46.225,paper_002,paper_study,0.05732,0.11782,0.08757
46.258,paper_002,paper_study,0.06077,0.11187,0.08632
46.292,paper_002,paper_study,0.05832,0.11107,0.08469
46.326,paper_002,paper_study,0.05846,0.1056,0.08203
46.359,paper_002,paper_study,0.06394,0.09529,0.07962
46.392,paper_002,paper_study,0.061,0.1103,0.08565
46.425,paper_002,paper_study,0.06095,0.10996,0.08546
46.459,paper_002,paper_study,0.06918,0.10235,0.08577
46.492,paper_002,paper_study,0.06584,0.1194,0.09262
46.526,paper_002,paper_study,0.06018,0.11046,0.08532
46.559,paper_002,paper_study,0.06072,0.11941,0.09007
46.593,paper_002,paper_study,0.06365,0.10291,0.08328
46.625,paper_002,paper_study,0.06162,0.11574,0.08868
46.659,paper_002,paper_study,0.06126,0.11782,0.08954
46.692,paper_002,paper_study,0.06219,0.11468,0.08843
46.726,paper_002,paper_study,0.0616,0.12053,0.09107
46.759,paper_002,paper_study,0.06805,0.13906,0.10356
46.792,paper_002,paper_study,0.0668,0.12802,0.09741
46.826,paper_002,paper_study,0.06258,0.14172,0.10215
46.859,paper_002,paper_study,0.066,0.12753,0.09676
46.892,paper_002,paper_study,0.07131,0.13257,0.10194
46.926,paper_002,paper_study,0.06572,0.14106,0.10339
46.96,paper_002,paper_study,0.07027,0.13574,0.10301
46.993,paper_002,paper_study,0.06815,0.13479,0.10147
47.026,paper_002,paper_study,0.06584,0.12917,0.0975
47.059,paper_002,paper_study,0.05895,0.1267,0.09282
47.093,paper_002,paper_study,0.05695,0.11757,0.08726
47.126,paper_002,paper_study,0.05772,0.1097,0.08371
47.16,paper_002,paper_study,0.06198,0.09793,0.07995
47.193,paper_002,paper_study,0.06177,0.10259,0.08218
47.226,paper_002,paper_study,0.06556,0.11588,0.09072
47.259,paper_002,paper_study,0.06796,0.11714,0.09255
47.293,paper_002,paper_study,0.05999,0.12008,0.09003
47.325,paper_002,paper_study,0.0687,0.10246,0.08558
47.36,paper_002,paper_study,0.06298,0.10416,0.08357
47.393,paper_002,paper_study,0.08093,0.12357,0.10225
47.426,paper_002,paper_study,0.07195,0.11536,0.09366
47.46,paper_002,paper_study,0.07304,0.10839,0.09072
47.492,paper_002,paper_study,0.06615,0.1098,0.08798
47.526,paper_002,paper_study,0.06443,0.10877,0.0866
47.56,paper_002,paper_study,0.06285,0.10593,0.08439
47.593,paper_002,paper_study,0.07193,0.09737,0.08465
47.626,paper_002,paper_study,0.07112,0.11256,0.09184
47.66,paper_002,paper_study,0.0696,0.10185,0.08573
47.693,paper_002,paper_study,0.08092,0.10652,0.09372
47.726,paper_002,paper_study,0.08162,0.09831,0.08996
47.76,paper_002,paper_study,0.08405,0.09902,0.09153
47.794,paper_002,paper_study,0.08051,0.09658,0.08855
47.826,paper_002,paper_study,0.07857,0.10555,0.09206
47.86,paper_002,paper_study,0.07876,0.11502,0.09689
47.893,paper_002,paper_study,0.07774,0.11311,0.09542
47.926,paper_002,paper_study,0.07285,0.11587,0.09436
47.959,paper_002,paper_study,0.07175,0.11454,0.09314
47.992,paper_002,paper_study,0.0719,0.11326,0.09258
48.025,paper_002,paper_study,0.07601,0.11675,0.09638
48.059,paper_002,paper_study,0.08197,0.11637,0.09917
48.092,paper_002,paper_study,0.078,0.12178,0.09989
48.126,paper_002,paper_study,0.06577,0.11778,0.09177
48.16,paper_002,paper_study,0.06775,0.11332,0.09053
48.193,paper_002,paper_study,0.06577,0.10849,0.08713
48.226,paper_002,paper_study,0.0675,0.11465,0.09108
48.26,paper_002,paper_study,0.06833,0.1137,0.09102
48.293,paper_002,paper_study,0.07138,0.11256,0.09197
48.326,paper_002,paper_study,0.07268,0.10906,0.09087
48.36,paper_002,paper_study,0.06735,0.10858,0.08796
48.394,paper_002,paper_study,0.06791,0.11313,0.09052
48.427,paper_002,paper_study,0.06417,0.10608,0.08513
48.459,paper_002,paper_study,0.06872,0.12039,0.09455
48.493,paper_002,paper_study,0.07668,0.11665,0.09667
48.527,paper_002,paper_study,0.07685,0.10643,0.09164
48.56,paper_002,paper_study,0.07317,0.10031,0.08674
48.594,paper_002,paper_study,0.07677,0.10515,0.09096
48.626,paper_002,paper_study,0.08513,0.1179,0.10151
48.66,paper_002,paper_study,0.08478,0.10568,0.09523
48.694,paper_002,paper_study,0.08338,0.11957,0.10148
48.727,paper_002,paper_study,0.08339,0.1063,0.09484
48.76,paper_002,paper_study,0.07196,0.09475,0.08335
48.793,paper_002,paper_study,0.07043,0.11147,0.09095
48.827,paper_002,paper_study,0.06888,0.10146,0.08517
48.861,paper_002,paper_study,0.06643,0.08912,0.07778
48.894,paper_002,paper_study,0.06499,0.11579,0.09039
48.927,paper_002,paper_study,0.06723,0.10192,0.08458
48.96,paper_002,paper_study,0.06691,0.09105,0.07898
48.994,paper_002,paper_study,0.07342,0.08542,0.07942
49.027,paper_002,paper_study,0.07763,0.10665,0.09214
49.061,paper_002,paper_study,0.07744,0.09998,0.08871
49.094,paper_002,paper_study,0.07659,0.09219,0.08439
49.127,paper_002,paper_study,0.06902,0.09924,0.08413
49.16,paper_002,paper_study,0.07048,0.08884,0.07966
49.194,paper_002,paper_study,0.069,0.09243,0.08071
49.227,paper_002,paper_study,0.07726,0.0903,0.08378
49.26,paper_002,paper_study,0.07184,0.09272,0.08228
49.294,paper_002,paper_study,0.07365,0.09112,0.08239
49.327,paper_002,paper_study,0.07333,0.09305,0.08319
49.36,paper_002,paper_study,0.07637,0.0965,0.08643
49.394,paper_002,paper_study,0.07526,0.0946,0.08493
49.427,paper_002,paper_study,0.07127,0.09751,0.08439
49.46,paper_002,paper_study,0.07346,0.09571,0.08459
49.494,paper_002,paper_study,0.06834,0.0897,0.07902
49.527,paper_002,paper_study,0.07343,0.10447,0.08895
49.561,paper_002,paper_study,0.07392,0.09928,0.0866
49.594,paper_002,paper_study,0.07679,0.10754,0.09217
49.627,paper_002,paper_study,0.07375,0.10126,0.08751
49.661,paper_002,paper_study,0.08967,0.10792,0.0988
49.694,paper_002,paper_study,0.09365,0.10295,0.0983
49.727,paper_002,paper_study,0.08514,0.11166,0.0984
49.761,paper_002,paper_study,0.08455,0.12121,0.10288
49.794,paper_002,paper_study,0.07974,0.11045,0.0951
49.828,paper_002,paper_study,0.07885,0.1086,0.09373
49.861,paper_002,paper_study,0.07667,0.10799,0.09233
49.894,paper_002,paper_study,0.0765,0.10734,0.09192
49.926,paper_002,paper_study,0.07375,0.10911,0.09143
49.961,paper_002,paper_study,0.07609,0.11295,0.09452
49.995,paper_002,paper_study,0.07105,0.11649,0.09377
50.027,paper_002,paper_study,0.07046,0.11587,0.09316
50.06,paper_002,paper_study,0.07117,0.10948,0.09033
50.095,paper_002,paper_study,0.07023,0.10377,0.087
50.127,paper_002,paper_study,0.07498,0.09542,0.0852
50.161,paper_002,paper_study,0.07282,0.10144,0.08713
50.194,paper_002,paper_study,0.06932,0.0934,0.08136
50.228,paper_002,paper_study,0.07896,0.08861,0.08379
50.261,paper_002,paper_study,0.07757,0.08619,0.08188
50.294,paper_002,paper_study,0.08651,0.08808,0.0873
50.328,paper_002,paper_study,0.08376,0.08822,0.08599
50.361,paper_002,paper_study,0.07698,0.10086,0.08892
50.395,paper_002,paper_study,0.07884,0.10578,0.09231
50.428,paper_002,paper_study,0.0825,0.11934,0.10092
50.461,paper_002,paper_study,0.07953,0.11231,0.09592
50.495,paper_002,paper_study,0.08392,0.1152,0.09956
50.527,paper_002,paper_study,0.08751,0.10643,0.09697
50.56,paper_002,paper_study,0.09399,0.1126,0.1033
50.595,paper_002,paper_study,0.09401,0.10119,0.0976
50.627,paper_002,paper_study,0.09195,0.11726,0.1046
50.66,paper_002,paper_study,0.0836,0.10989,0.09675
50.695,paper_002,paper_study,0.08762,0.1096,0.09861
50.728,paper_002,paper_study,0.08657,0.10924,0.09791
50.761,paper_002,paper_study,0.09086,0.10093,0.0959
50.794,paper_002,paper_study,0.08628,0.10402,0.09515
50.829,paper_002,paper_study,0.08794,0.11283,0.10038
50.86,paper_002,paper_study,0.08938,0.11841,0.1039
50.894,paper_002,paper_study,0.08115,0.10511,0.09313
50.928,paper_002,paper_study,0.08164,0.10055,0.09109
50.961,paper_002,paper_study,0.08399,0.11357,0.09878
50.995,paper_002,paper_study,0.08209,0.10862,0.09535
51.028,paper_002,paper_study,0.0806,0.11008,0.09534
51.061,paper_002,paper_study,0.08915,0.10222,0.09569
51.095,paper_002,paper_study,0.08629,0.10144,0.09386
51.128,paper_002,paper_study,0.0924,0.10523,0.09882
51.161,paper_002,paper_study,0.09483,0.10146,0.09815
51.195,paper_002,paper_study,0.08966,0.09302,0.09134
51.228,paper_002,paper_study,0.08802,0.08991,0.08896
51.261,paper_002,paper_study,0.08844,0.10284,0.09564
51.294,paper_002,paper_study,0.08185,0.11745,0.09965
51.328,paper_002,paper_study,0.09005,0.10826,0.09916
51.361,paper_002,paper_study,0.0796,0.10843,0.09402
51.395,paper_002,paper_study,0.07377,0.09628,0.08502
51.428,paper_002,paper_study,0.0832,0.08489,0.08405
51.461,paper_002,paper_study,0.07765,0.08657,0.08211
51.494,paper_002,paper_study,0.076,0.08241,0.0792
51.529,paper_002,paper_study,0.07861,0.0853,0.08195
51.562,paper_002,paper_study,0.08646,0.08685,0.08665
51.595,paper_002,paper_study,0.07332,0.0911,0.08221
51.627,paper_002,paper_study,0.07117,0.09233,0.08175
51.662,paper_002,paper_study,0.07089,0.09138,0.08114
51.694,paper_002,paper_study,0.0823,0.08657,0.08443
51.728,paper_002,paper_study,0.08361,0.08464,0.08412
51.762,paper_002,paper_study,0.08924,0.08496,0.0871
51.795,paper_002,paper_study,0.08484,0.08619,0.08551
51.828,paper_002,paper_study,0.08922,0.09287,0.09105
51.861,paper_002,paper_study,0.08703,0.08907,0.08805
51.895,paper_002,paper_study,0.09478,0.1053,0.10004
51.928,paper_002,paper_study,0.08562,0.09751,0.09156
51.962,paper_002,paper_study,0.08067,0.10356,0.09211
51.994,paper_002,paper_study,0.08279,0.11344,0.09812
52.028,paper_002,paper_study,0.08329,0.11353,0.09841
52.061,paper_002,paper_study,0.08991,0.11983,0.10487
52.095,paper_002,paper_study,0.08498,0.11869,0.10183
52.128,paper_002,paper_study,0.08224,0.09918,0.09071
52.161,paper_002,paper_study,0.07793,0.11464,0.09628
52.196,paper_002,paper_study,0.09444,0.12106,0.10775
52.228,paper_002,paper_study,0.09433,0.11856,0.10645
52.263,paper_002,paper_study,0.09215,0.10613,0.09914
52.295,paper_002,paper_study,0.08945,0.11262,0.10103
52.328,paper_002,paper_study,0.08487,0.1193,0.10209
52.361,paper_002,paper_study,0.09006,0.10577,0.09791
52.394,paper_002,paper_study,0.08919,0.10328,0.09623
52.429,paper_002,paper_study,0.08623,0.11024,0.09823
52.463,paper_002,paper_study,0.09676,0.10555,0.10116
52.495,paper_002,paper_study,0.09039,0.09753,0.09396
52.528,paper_002,paper_study,0.08613,0.09238,0.08925
52.562,paper_002,paper_study,0.09504,0.09744,0.09624
52.595,paper_002,paper_study,0.0965,0.097,0.09675
52.628,paper_002,paper_study,0.09041,0.12144,0.10593
52.662,paper_002,paper_study,0.09145,0.14134,0.1164
52.695,paper_002,paper_study,0.10014,0.1363,0.11822
52.729,paper_002,paper_study,0.0929,0.12034,0.10662
52.762,paper_002,paper_study,0.07787,0.12492,0.10139
52.795,paper_002,paper_study,0.0878,0.11187,0.09983
52.829,paper_002,paper_study,0.08679,0.11366,0.10023
52.863,paper_002,paper_study,0.08612,0.11777,0.10195
52.895,paper_002,paper_study,0.09047,0.10346,0.09696
52.93,paper_002,paper_study,0.09016,0.11299,0.10157
52.962,paper_002,paper_study,0.08399,0.09929,0.09164
52.996,paper_002,paper_study,0.08787,0.09626,0.09206
53.03,paper_002,paper_study,0.08624,0.10461,0.09542
53.062,paper_002,paper_study,0.09055,0.1146,0.10257
53.094,paper_002,paper_study,0.09818,0.11582,0.107
53.129,paper_002,paper_study,0.10394,0.1213,0.11262
53.162,paper_002,paper_study,0.09077,0.11526,0.10301
53.195,paper_002,paper_study,0.08655,0.13534,0.11094
53.23,paper_002,paper_study,0.091,0.12716,0.10908
53.263,paper_002,paper_study,0.09813,0.10778,0.10296
53.296,paper_002,paper_study,0.09603,0.1072,0.10161
53.329,paper_002,paper_study,0.08482,0.09631,0.09057
53.363,paper_002,paper_study,0.08401,0.08889,0.08645
53.396,paper_002,paper_study,0.08671,0.0929,0.0898
53.429,paper_002,paper_study,0.09476,0.09558,0.09517
53.462,paper_002,paper_study,0.10074,0.08949,0.09511
53.496,paper_002,paper_study,0.09026,0.08859,0.08942
53.53,paper_002,paper_study,0.11159,0.07835,0.09497
53.562,paper_002,paper_study,0.13949,0.0875,0.1135
53.596,paper_002,paper_study,0.13185,0.09002,0.11094
53.63,paper_002,paper_study,0.0973,0.10702,0.10216
53.663,paper_002,paper_study,0.10527,0.09671,0.10099
53.696,paper_002,paper_study,0.11087,0.09583,0.10335
53.729,paper_002,paper_study,0.10412,0.0929,0.09851
53.763,paper_002,paper_study,0.1082,0.08782,0.09801
53.796,paper_002,paper_study,0.10897,0.09445,0.10171
53.828,paper_002,paper_study,0.0975,0.10209,0.09979
53.862,paper_002,paper_study,0.10363,0.10413,0.10388
53.896,paper_002,paper_study,0.10482,0.11153,0.10818
53.929,paper_002,paper_study,0.10873,0.10632,0.10753
53.962,paper_002,paper_study,0.10768,0.09992,0.1038
53.996,paper_002,paper_study,0.10611,0.11579,0.11095
54.03,paper_002,paper_study,0.11224,0.12013,0.11619
54.062,paper_002,paper_study,0.11,0.10788,0.10894
54.096,paper_002,paper_study,0.12068,0.11882,0.11975
54.129,paper_002,paper_study,0.10869,0.10603,0.10736
54.163,paper_002,paper_study,0.11657,0.12959,0.12308
54.196,paper_002,paper_study,0.10882,0.12031,0.11457
54.229,paper_002,paper_study,0.11705,0.10349,0.11027
54.263,paper_002,paper_study,0.11807,0.10614,0.11211
54.296,paper_002,paper_study,0.11738,0.10419,0.11079
54.33,paper_002,paper_study,0.11214,0.09991,0.10602
54.363,paper_002,paper_study,0.11441,0.10284,0.10863
54.396,paper_002,paper_study,0.11059,0.10137,0.10598
54.429,paper_002,paper_study,0.11227,0.10083,0.10655
54.463,paper_002,paper_study,0.1142,0.10015,0.10717
54.496,paper_002,paper_study,0.11753,0.10237,0.10995
54.53,paper_002,paper_study,0.11105,0.10398,0.10752
54.563,paper_002,paper_study,0.10338,0.10616,0.10477
54.596,paper_002,paper_study,0.11366,0.11528,0.11447
54.629,paper_002,paper_study,0.111,0.10619,0.1086
54.663,paper_002,paper_study,0.12121,0.14173,0.13147
54.696,paper_002,paper_study,0.11008,0.14464,0.12736
54.73,paper_002,paper_study,0.10662,0.11759,0.1121
54.763,paper_002,paper_study,0.09923,0.12611,0.11267
54.797,paper_002,paper_study,0.10308,0.11718,0.11013
54.829,paper_002,paper_study,0.10359,0.1292,0.11639
54.863,paper_002,paper_study,0.11045,0.11333,0.11189
54.897,paper_002,paper_study,0.12554,0.11881,0.12218
54.93,paper_002,paper_study,0.10618,0.10062,0.1034
54.963,paper_002,paper_study,0.10876,0.10166,0.10521
54.996,paper_002,paper_study,0.1048,0.1172,0.111
55.03,paper_002,paper_study,0.11152,0.11876,0.11514
55.063,paper_002,paper_study,0.12864,0.11876,0.1237
55.096,paper_002,paper_study,0.13111,0.11974,0.12543
55.13,paper_002,paper_study,0.12158,0.11695,0.11926
55.163,paper_002,paper_study,0.12134,0.11479,0.11806
55.197,paper_002,paper_study,0.10837,0.11351,0.11094
55.23,paper_002,paper_study,0.10072,0.1144,0.10756
55.263,paper_002,paper_study,0.096,0.12517,0.11059
55.297,paper_002,paper_study,0.10338,0.12311,0.11325
55.33,paper_002,paper_study,0.10129,0.11338,0.10734
55.364,paper_002,paper_study,0.11285,0.1183,0.11558
55.396,paper_002,paper_study,0.11192,0.10791,0.10991
55.43,paper_002,paper_study,0.11232,0.09831,0.10531
55.464,paper_002,paper_study,0.10897,0.09924,0.10411
55.496,paper_002,paper_study,0.11216,0.10543,0.10879
55.531,paper_002,paper_study,0.11308,0.11149,0.11228
55.563,paper_002,paper_study,0.1056,0.10472,0.10516
55.596,paper_002,paper_study,0.11367,0.1083,0.11099
55.63,paper_002,paper_study,0.11227,0.10243,0.10735
55.663,paper_002,paper_study,0.10445,0.10576,0.1051
55.697,paper_002,paper_study,0.10569,0.10744,0.10656
55.73,paper_002,paper_study,0.10209,0.10644,0.10426
55.763,paper_002,paper_study,0.10166,0.10767,0.10466
55.797,paper_002,paper_study,0.09928,0.10813,0.10371
55.83,paper_002,paper_study,0.10637,0.11323,0.1098
55.864,paper_002,paper_study,0.10149,0.12093,0.11121
55.898,paper_002,paper_study,0.10563,0.11585,0.11074
55.931,paper_002,paper_study,0.10343,0.12137,0.1124
55.964,paper_002,paper_study,0.11418,0.13266,0.12342
55.997,paper_002,paper_study,0.11085,0.13412,0.12248
56.031,paper_002,paper_study,0.11354,0.12419,0.11887
56.064,paper_002,paper_study,0.10953,0.13308,0.1213
56.098,paper_002,paper_study,0.10174,0.13355,0.11765
56.13,paper_002,paper_study,0.11002,0.123,0.11651
56.164,paper_002,paper_study,0.11933,0.13608,0.1277
56.199,paper_002,paper_study,0.1083,0.13137,0.11984
56.23,paper_002,paper_study,0.11028,0.12583,0.11805
56.264,paper_002,paper_study,0.11074,0.13321,0.12197
56.298,paper_002,paper_study,0.10791,0.11687,0.11239
56.331,paper_002,paper_study,0.10533,0.12355,0.11444
56.364,paper_002,paper_study,0.10911,0.11834,0.11372
56.398,paper_002,paper_study,0.1028,0.12447,0.11364
56.431,paper_002,paper_study,0.09607,0.12439,0.11023
56.464,paper_002,paper_study,0.10337,0.12858,0.11598
56.498,paper_002,paper_study,0.10663,0.11601,0.11132
56.531,paper_002,paper_study,0.11663,0.12224,0.11944
56.564,paper_002,paper_study,0.11642,0.11947,0.11794
56.597,paper_002,paper_study,0.1119,0.11452,0.11321
56.632,paper_002,paper_study,0.11763,0.11292,0.11528
56.664,paper_002,paper_study,0.11623,0.11464,0.11543
56.697,paper_002,paper_study,0.11926,0.11489,0.11707
56.732,paper_002,paper_study,0.11505,0.11223,0.11364
56.765,paper_002,paper_study,0.11488,0.11703,0.11595
56.797,paper_002,paper_study,0.1137,0.11917,0.11643
56.831,paper_002,paper_study,0.11764,0.12556,0.1216
56.864,paper_002,paper_study,0.11865,0.113,0.11582
56.898,paper_002,paper_study,0.12247,0.12481,0.12364
56.93,paper_002,paper_study,0.11316,0.12313,0.11815
56.965,paper_002,paper_study,0.10936,0.12312,0.11624
56.997,paper_002,paper_study,0.10955,0.14032,0.12493
57.03,paper_002,paper_study,0.1164,0.14053,0.12847
57.064,paper_002,paper_study,0.11653,0.12895,0.12274
57.097,paper_002,paper_study,0.11731,0.1166,0.11695
57.131,paper_002,paper_study,0.11647,0.13091,0.12369
57.164,paper_002,paper_study,0.1256,0.12955,0.12757
57.198,paper_002,paper_study,0.11351,0.13265,0.12308
57.231,paper_002,paper_study,0.10598,0.13094,0.11846
57.264,paper_002,paper_study,0.09825,0.13121,0.11473
57.297,paper_002,paper_study,0.1034,0.13457,0.11898
57.332,paper_002,paper_study,0.10822,0.14451,0.12636
57.365,paper_002,paper_study,0.10906,0.13235,0.1207
57.398,paper_002,paper_study,0.11112,0.13787,0.1245
57.431,paper_002,paper_study,0.11324,0.13677,0.125
57.464,paper_002,paper_study,0.11046,0.13423,0.12234
57.498,paper_002,paper_study,0.1183,0.13681,0.12756
57.531,paper_002,paper_study,0.1169,0.13173,0.12431
57.565,paper_002,paper_study,0.11561,0.14066,0.12813
57.598,paper_002,paper_study,0.10708,0.13256,0.11982
57.631,paper_002,paper_study,0.11036,0.12824,0.1193
57.665,paper_002,paper_study,0.11508,0.12966,0.12237
57.697,paper_002,paper_study,0.11814,0.11865,0.1184
57.731,paper_002,paper_study,0.11458,0.14109,0.12784
57.764,paper_002,paper_study,0.12084,0.14008,0.13046
57.798,paper_002,paper_study,0.11606,0.13738,0.12672
57.83,paper_002,paper_study,0.11814,0.13173,0.12494
57.864,paper_002,paper_study,0.11843,0.12239,0.12041
57.898,paper_002,paper_study,0.11317,0.1281,0.12064
57.931,paper_002,paper_study,0.10357,0.12446,0.11402
57.965,paper_002,paper_study,0.10453,0.12922,0.11687
57.998,paper_002,paper_study,0.11448,0.14506,0.12977
58.032,paper_002,paper_study,0.1124,0.13295,0.12268
58.065,paper_002,paper_study,0.10558,0.11137,0.10847
58.097,paper_002,paper_study,0.0761,0.10384,0.08997
58.131,paper_002,paper_study,0.07935,0.10386,0.0916
58.165,paper_002,paper_study,0.07557,0.09921,0.08739
58.198,paper_002,paper_study,0.07539,0.09346,0.08442
58.232,paper_002,paper_study,0.08078,0.08553,0.08315
58.265,paper_002,paper_study,0.08802,0.08806,0.08804
58.298,paper_002,paper_study,0.0909,0.0854,0.08815
58.332,paper_002,paper_study,0.07885,0.08854,0.08369
58.365,paper_002,paper_study,0.08284,0.09038,0.08661
58.398,paper_002,paper_study,0.09379,0.0902,0.092
58.431,paper_002,paper_study,0.08146,0.09538,0.08842
58.465,paper_002,paper_study,0.06982,0.08816,0.07899
58.498,paper_002,paper_study,0.07449,0.0859,0.08019
58.532,paper_002,paper_study,0.06998,0.08605,0.07801
58.565,paper_002,paper_study,0.06908,0.09657,0.08283
58.598,paper_002,paper_study,0.06568,0.09257,0.07912
58.632,paper_002,paper_study,0.07248,0.09385,0.08316
58.665,paper_002,paper_study,0.0639,0.07858,0.07124
58.698,paper_002,paper_study,0.06565,0.0969,0.08128
58.731,paper_002,paper_study,0.06659,0.09029,0.07844
58.764,paper_002,paper_study,0.06561,0.10638,0.08599
58.799,paper_002,paper_study,0.06069,0.09862,0.07965
58.832,paper_002,paper_study,0.06327,0.10673,0.085
58.865,paper_002,paper_study,0.05922,0.13419,0.0967
58.898,paper_002,paper_study,0.06237,0.11298,0.08768
58.931,paper_002,paper_study,0.06044,0.11328,0.08686
58.965,paper_002,paper_study,0.05944,0.10668,0.08306
58.999,paper_002,paper_study,0.06165,0.11982,0.09073
59.032,paper_002,paper_study,0.05957,0.10451,0.08204
59.065,paper_002,paper_study,0.05884,0.09892,0.07888
59.099,paper_002,paper_study,0.06037,0.09964,0.08
59.132,paper_002,paper_study,0.06234,0.10085,0.0816
59.165,paper_002,paper_study,0.06167,0.10213,0.0819
59.199,paper_002,paper_study,0.06189,0.10145,0.08167
59.233,paper_002,paper_study,0.06138,0.10142,0.0814
59.266,paper_002,paper_study,0.06483,0.10829,0.08656
59.298,paper_002,paper_study,0.06408,0.12397,0.09402
59.332,paper_002,paper_study,0.06559,0.12211,0.09385
59.365,paper_002,paper_study,0.06789,0.10661,0.08725
59.399,paper_002,paper_study,0.06467,0.10509,0.08488
59.433,paper_002,paper_study,0.06482,0.0999,0.08236
59.465,paper_002,paper_study,0.06685,0.0983,0.08257
59.5,paper_002,paper_study,0.06434,0.10356,0.08395
59.533,paper_002,paper_study,0.0662,0.10516,0.08568
59.565,paper_002,paper_study,0.06681,0.10635,0.08658
59.598,paper_002,paper_study,0.06772,0.10649,0.08711
59.632,paper_002,paper_study,0.06477,0.10352,0.08415
59.666,paper_002,paper_study,0.06649,0.09975,0.08312
59.698,paper_002,paper_study,0.06467,0.10664,0.08565
59.732,paper_002,paper_study,0.06051,0.10135,0.08093
59.766,paper_002,paper_study,0.05997,0.10297,0.08147
59.799,paper_002,paper_study,0.06398,0.10944,0.08671
59.832,paper_002,paper_study,0.06346,0.10334,0.0834
59.866,paper_002,paper_study,0.06565,0.1053,0.08547
59.9,paper_002,paper_study,0.06384,0.10503,0.08443
59.932,paper_002,paper_study,0.06409,0.10656,0.08533
59.966,paper_002,paper_study,0.06423,0.10825,0.08624
59.998,paper_002,paper_study,0.06634,0.10124,0.08379
60.032,paper_002,paper_study,0.0666,0.10449,0.08554
60.065,paper_002,paper_study,0.06374,0.09674,0.08024
60.099,paper_002,paper_study,0.06098,0.10119,0.08108
60.132,paper_002,paper_study,0.05914,0.1004,0.07977
60.167,paper_002,paper_study,0.06225,0.09577,0.07901
60.2,paper_002,paper_study,0.06349,0.09493,0.07921
60.233,paper_002,paper_study,0.06659,0.09882,0.0827
60.266,paper_002,paper_study,0.0659,0.10109,0.08349
60.299,paper_002,paper_study,0.0718,0.09459,0.0832
60.333,paper_002,paper_study,0.06847,0.10567,0.08707
60.366,paper_002,paper_study,0.0688,0.10407,0.08644
60.399,paper_002,paper_study,0.06692,0.10999,0.08846
60.432,paper_002,paper_study,0.06976,0.10782,0.08879
60.465,paper_002,paper_study,0.06566,0.10564,0.08565
60.499,paper_002,paper_study,0.06484,0.10224,0.08354
60.532,paper_002,paper_study,0.06651,0.10473,0.08562
60.566,paper_002,paper_study,0.06675,0.10538,0.08607
60.599,paper_002,paper_study,0.06535,0.10866,0.087
60.633,paper_002,paper_study,0.06794,0.10538,0.08666
60.666,paper_002,paper_study,0.0661,0.10886,0.08748
60.699,paper_002,paper_study,0.06472,0.10596,0.08534
60.733,paper_002,paper_study,0.06717,0.10139,0.08428
60.766,paper_002,paper_study,0.06814,0.09752,0.08283
60.799,paper_002,paper_study,0.06779,0.10177,0.08478
60.832,paper_002,paper_study,0.06714,0.10085,0.084
60.866,paper_002,paper_study,0.0656,0.10325,0.08442
60.899,paper_002,paper_study,0.069,0.10401,0.0865
60.933,paper_002,paper_study,0.06774,0.09999,0.08387
60.966,paper_002,paper_study,0.06556,0.09675,0.08115
61.0,paper_002,paper_study,0.06774,0.0912,0.07947
61.032,paper_002,paper_study,0.06611,0.10226,0.08418
61.066,paper_002,paper_study,0.06525,0.10138,0.08332
61.1,paper_002,paper_study,0.06626,0.10486,0.08556
61.133,paper_002,paper_study,0.06704,0.09596,0.0815
61.166,paper_002,paper_study,0.06767,0.0965,0.08209
61.201,paper_002,paper_study,0.06507,0.10597,0.08552
61.234,paper_002,paper_study,0.06405,0.09961,0.08183
61.266,paper_002,paper_study,0.06493,0.09499,0.07996
61.3,paper_002,paper_study,0.06438,0.09647,0.08043
61.332,paper_002,paper_study,0.06587,0.0928,0.07934
61.366,paper_002,paper_study,0.06678,0.10047,0.08362
61.401,paper_002,paper_study,0.06831,0.10121,0.08476
61.433,paper_002,paper_study,0.06893,0.10972,0.08932
61.466,paper_002,paper_study,0.0696,0.1056,0.0876
61.5,paper_002,paper_study,0.07133,0.10471,0.08802
